# Content: proteins
# Copyright: 2022, Ecole Polytechnique Federale de Lausanne.
# License: Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0)
# Version: Release 4 (07/30/2022)
uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
Q9NR30	DDX21_HUMAN	Nucleolar RNA helicase 2, EC 3.6.4.13 (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	Homo sapiens	DDX21	DDX21	13	1	6	0	0	0	5	445
Q9BUQ8	DDX23_HUMAN	Probable ATP-dependent RNA helicase DDX23, EC 3.6.4.13 (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)	Homo sapiens	DDX23	DDX23	4	0	3	0	0	0	4	
Q9GZR7	DDX24_HUMAN	ATP-dependent RNA helicase DDX24, EC 3.6.4.13 (DEAD box protein 24)	Homo sapiens	DDX24	DDX24	6	0	3	0	0	0	4	
Q96GQ7	DDX27_HUMAN	Probable ATP-dependent RNA helicase DDX27, EC 3.6.4.13 (DEAD box protein 27)	Homo sapiens	DDX27	PP3241,HSPC259,RHLP,DDX27,cPERP-F	4	0	3	0	0	0	3	
Q9NUL7	DDX28_HUMAN	Probable ATP-dependent RNA helicase DDX28, EC 3.6.4.13 (Mitochondrial DEAD box protein 28)	Homo sapiens	DDX28	MDDX28,DDX28	1	0	1	0	0	0	2	
Q9H8H2	DDX31_HUMAN	Probable ATP-dependent RNA helicase DDX31, EC 3.6.4.13 (DEAD box protein 31) (Helicain)	Homo sapiens	DDX31	DDX31	1	0	1	0	0	0	2	
O00571	DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X, EC 3.6.4.13 (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform, DBX) (Helicase-like protein 2, HLP2)	Homo sapiens	DDX3X	DDX3,DBX,DDX3X	14	1	8	0	0	0	5	317
O15523	DDX3Y_HUMAN	ATP-dependent RNA helicase DDX3Y, EC 3.6.4.13 (DEAD box protein 3, Y-chromosomal)	Homo sapiens	DDX3Y	DBY,DDX3Y	6	1	5	0	0	0	4	315
Q9UJV9	DDX41_HUMAN	Probable ATP-dependent RNA helicase DDX41, EC 3.6.4.13 (DEAD box protein 41) (DEAD box protein abstrakt homolog)	Homo sapiens	DDX41	ABS,DDX41	1	0	1	0	0	0	2	
Q86XP3	DDX42_HUMAN	ATP-dependent RNA helicase DDX42, EC 3.6.4.13 (DEAD box protein 42) (RNA helicase-like protein, RHELP) (RNA helicase-related protein, RNAHP) (SF3b DEAD box protein) (Splicing factor 3B-associated 125 kDa protein, SF3b125)	Homo sapiens	DDX42	DDX42	3	0	2	0	0	0	1	
Q7L014	DDX46_HUMAN	Probable ATP-dependent RNA helicase DDX46, EC 3.6.4.13 (DEAD box protein 46) (PRP5 homolog)	Homo sapiens	DDX46	KIAA0801,DDX46	6	0	4	0	0	0	4	
Q9H0S4	DDX47_HUMAN	Probable ATP-dependent RNA helicase DDX47, EC 3.6.4.13 (DEAD box protein 47)	Homo sapiens	DDX47	DDX47	6	0	4	0	0	0	3	
Q9Y6V7	DDX49_HUMAN	Probable ATP-dependent RNA helicase DDX49, EC 3.6.4.13 (DEAD box protein 49)	Homo sapiens	DDX49	DDX49	3	0	2	0	0	0	3	
Q9BQ39	DDX50_HUMAN	ATP-dependent RNA helicase DDX50, EC 3.6.4.13 (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2)	Homo sapiens	DDX50	DDX50	4	0	4	0	0	0	3	
Q8N8A6	DDX51_HUMAN	ATP-dependent RNA helicase DDX51, EC 3.6.4.13 (DEAD box protein 51)	Homo sapiens	DDX51	DDX51	1	0	1	0	0	0	2	
Q9Y2R4	DDX52_HUMAN	Probable ATP-dependent RNA helicase DDX52, EC 3.6.4.13 (ATP-dependent RNA helicase ROK1-like) (DEAD box protein 52)	Homo sapiens	DDX52	HUSSY-19,ROK1,DDX52	6	0	4	0	0	0	4	
Q8TDD1	DDX54_HUMAN	ATP-dependent RNA helicase DDX54, EC 3.6.4.13 (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)	Homo sapiens	DDX54	DDX54	6	0	4	0	0	0	4	
Q8NHQ9	DDX55_HUMAN	ATP-dependent RNA helicase DDX55, EC 3.6.4.13 (DEAD box protein 55)	Homo sapiens	DDX55	KIAA1595,DDX55	1	0	1	0	0	0	2	
Q9NY93	DDX56_HUMAN	Probable ATP-dependent RNA helicase DDX56, EC 3.6.4.13 (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)	Homo sapiens	DDX56	NOH61,DDX21,DDX56	6	0	4	0	0	0	4	
P17844	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5, EC 3.6.4.13 (DEAD box protein 5) (RNA helicase p68)	Homo sapiens	DDX5	HLR1,HELR,G17P1,DDX5	13	2	8	0	0	0	5	191,221
P26196	DDX6_HUMAN	Probable ATP-dependent RNA helicase DDX6, EC 3.6.4.13 (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)	Homo sapiens	DDX6	RCK,HLR2,DDX6	9	0	5	0	0	0	5	
Q9NUI1	DECR2_HUMAN	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], pDCR, EC 1.3.1.124 (2,4-dienoyl-CoA reductase 2) (Short chain dehydrogenase/reductase family 17C member 1)	Homo sapiens	DECR2	PDCR,DECR2,SDR17C1	2	0	1	0	0	0	3	
Q16698	DECR_HUMAN	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial, EC 1.3.1.124 (2,4-dienoyl-CoA reductase [NADPH], 4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	Homo sapiens	DECR1	DECR,DECR1,SDR18C1	12	0	8	0	0	0	5	
Q9HBH1	DEFM_HUMAN	Peptide deformylase, mitochondrial, EC 3.5.1.88 (Polypeptide deformylase)	Homo sapiens	PDF	PDF1A,PDF	4	0	2	0	0	0	4	
O15121	DEGS1_HUMAN	Sphingolipid delta(4)-desaturase DES1, EC 1.14.19.17 (Cell migration-inducing gene 15 protein) (Degenerative spermatocyte homolog 1) (Dihydroceramide desaturase-1) (Membrane lipid desaturase) (Retinol isomerase, EC 5.2.1.-)	Homo sapiens	DEGS1	MIG15,MLD,DES1,DEGS1	7	0	5	0	0	0	4	
P35659	DEK_HUMAN	Protein DEK	Homo sapiens	DEK	DEK	10	0	6	0	0	0	5	
Q9ULE3	DEN2A_HUMAN	DENN domain-containing protein 2A	Homo sapiens	DENND2A	KIAA1277,DENND2A	1	0	1	0	0	0	1	
O43583	DENR_HUMAN	Density-regulated protein, DRP (Protein DRP1) (Smooth muscle cell-associated protein 3, SMAP-3)	Homo sapiens	DENR	H14,DRP1,DENR	2	0	1	0	0	0	2	
Q9BUN8	DERL1_HUMAN	Derlin-1 (Degradation in endoplasmic reticulum protein 1, DERtrin-1) (Der1-like protein 1)	Homo sapiens	DERL1	UNQ243/PRO276,DER1,DERL1	9	0	4	0	0	0	5	
Q9GZP9	DERL2_HUMAN	Derlin-2 (Degradation in endoplasmic reticulum protein 2, DERtrin-2) (Der1-like protein 2) (F-LAN-1) (F-LANa)	Homo sapiens	DERL2	SBBI53,CGI-101,FLANA,DER2,DERL2	1	0	1	0	0	0	2	
Q9BSY9	DESI2_HUMAN	Deubiquitinase DESI2, EC 3.4.19.12 (Desumoylating isopeptidase 2, DeSI-2) (PPPDE peptidase domain-containing protein 1) (Protein FAM152A)	Homo sapiens	DESI2	PNAS-4,CGI-146,PPPDE1,FAM152A,C1orf121,DESI2	5	0	3	0	0	0	4	
P17661	DESM_HUMAN	Desmin	Homo sapiens	DES	DES	2	0	2	0	0	0	2	
P15924	DESP_HUMAN	Desmoplakin, DP (250/210 kDa paraneoplastic pemphigus antigen)	Homo sapiens	DSP	DSP	8	0	5	0	0	0	3	
P60981	DEST_HUMAN	Destrin (Actin-depolymerizing factor, ADF)	Homo sapiens	DSTN	DSN,ACTDP,DSTN	7	0	5	0	0	0	5	
O75907	DGAT1_HUMAN	Diacylglycerol O-acyltransferase 1, EC 2.3.1.20 (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase, ARAT, Retinol O-fatty-acyltransferase, EC 2.3.1.76) (Diglyceride acyltransferase)	Homo sapiens	DGAT1	DGAT,AGRP1,DGAT1	5	0	3	0	0	0	3	
P52429	DGKE_HUMAN	Diacylglycerol kinase epsilon, DAG kinase epsilon, EC 2.7.1.107 (Diglyceride kinase epsilon, DGK-epsilon)	Homo sapiens	DGKE	DAGK5,DGKE	6	0	4	0	0	0	4	
Q9Y4D2	DGLA_HUMAN	Diacylglycerol lipase-alpha, DAGL-alpha, DGL-alpha, EC 3.1.1.116 (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha)	Homo sapiens	DAGLA	NSDDR,KIAA0659,C11orf11,DAGLA	3	0	2	0	0	0	2	
Q8NCG7	DGLB_HUMAN	Diacylglycerol lipase-beta, DAGL-beta, DGL-beta, EC 3.1.1.116 (KCCR13L) (PUFA-specific triacylglycerol lipase, EC 3.1.1.3) (Sn1-specific diacylglycerol lipase beta)	Homo sapiens	DAGLB	DAGLB	29	11	12	0	0	0	5	610,611,304,310,311,201,202,203
Q3LXA3	TKFC_HUMAN	Triokinase/FMN cyclase (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)) [Includes: ATP-dependent dihydroxyacetone kinase, DHA kinase, EC 2.7.1.28, EC 2.7.1.29 (Glycerone kinase) (Triokinase) (Triose kinase); FAD-AMP lyase (cyclizing), EC 4.6.1.15 (FAD-AMP lyase (cyclic FMN forming)) (FMN cyclase) ]	Homo sapiens	TKFC	DAK,TKFC	3	0	2	0	0	0	2	
Q8NBQ5	DHB11_HUMAN	Estradiol 17-beta-dehydrogenase 11, EC 1.1.1.62 (17-beta-hydroxysteroid dehydrogenase 11, 17-beta-HSD 11, 17bHSD11, 17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI, 17-beta-HSD XI, 17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03, CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2, retSDR2) (Short chain dehydrogenase/reductase family 16C member 2)	Homo sapiens	HSD17B11	UNQ207/PRO233,PSEC0029,PAN1B,DHRS8,HSD17B11,SDR16C2	4	0	1	0	0	0	3	
Q53GQ0	DHB12_HUMAN	Very-long-chain 3-oxoacyl-CoA reductase, EC 1.1.1.330 (17-beta-hydroxysteroid dehydrogenase 12, 17-beta-HSD 12) (3-ketoacyl-CoA reductase, KAR) (Estradiol 17-beta-dehydrogenase 12, EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 1)	Homo sapiens	HSD17B12	HSD17B12,SDR12C1	11	0	7	0	0	0	5	
P14061	DHB1_HUMAN	17-beta-hydroxysteroid dehydrogenase type 1, 17-beta-HSD 1, EC 1.1.1.51 (20 alpha-hydroxysteroid dehydrogenase, 20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 1, EC 1.1.1.62) (Placental 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 1)	Homo sapiens	HSD17B1	EDHB17,EDH17B2,EDH17B1,E17KSR,HSD17B1,SDR28C1	1	0	1	0	0	0	1	
P51659	DHB4_HUMAN	Peroxisomal multifunctional enzyme type 2, MFE-2 (17-beta-hydroxysteroid dehydrogenase 4, 17-beta-HSD 4) (D-bifunctional protein, DBP) (Multifunctional protein 2, MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase, EC 1.1.1.n12; Enoyl-CoA hydratase 2, EC 4.2.1.107, EC 4.2.1.119 (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase) ]	Homo sapiens	HSD17B4	EDH17B4,HSD17B4,SDR8C1	9	0	5	0	0	0	5	
P56937	DHB7_HUMAN	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (17-beta-hydroxysteroid dehydrogenase 7, 17-beta-HSD 7) (3-keto-steroid reductase, EC 1.1.1.270) (Dihydrotestosterone oxidoreductase, EC 1.1.1.210) (Estradiol 17-beta-dehydrogenase 7, EC 1.1.1.62) (Short chain dehydrogenase/reductase family 37C member 1)	Homo sapiens	HSD17B7	17HSD7,UNQ2563/PRO6243,HSD17B7,SDR37C1	2	0	1	0	0	0	2	
Q92506	DHB8_HUMAN	(3R)-3-hydroxyacyl-CoA dehydrogenase, EC 1.1.1.n12 (17-beta-hydroxysteroid dehydrogenase 8, 17-beta-HSD 8, HSD17B8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit, KAR alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8, EC 1.1.1.62) (Protein Ke6, Ke6) (Short chain dehydrogenase/reductase family 30C member 1) (Testosterone 17-beta-dehydrogenase 8, EC 1.1.1.239)	Homo sapiens	HSD17B8	RING2,HKE6,FABGL,HSD17B8,SDR30C1	4	0	2	0	0	0	3	
Q15392	DHC24_HUMAN	Delta(24)-sterol reductase, EC 1.3.1.72 (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1)	Homo sapiens	DHCR24	KIAA0018,DHCR24	4	0	3	0	0	0	5	
Q9UBM7	DHCR7_HUMAN	7-dehydrocholesterol reductase, 7-DHC reductase, EC 1.3.1.21 (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2)	Homo sapiens	DHCR7	D7SR,DHCR7	12	0	6	0	0	0	5	
P00367	DHE3_HUMAN	Glutamate dehydrogenase 1, mitochondrial, GDH 1, EC 1.4.1.3	Homo sapiens	GLUD1	GLUD,GLUD1	8	0	6	0	0	0	5	
P49448	DHE4_HUMAN	Glutamate dehydrogenase 2, mitochondrial, GDH 2, EC 1.4.1.3	Homo sapiens	GLUD2	GLUDP1,GLUD2	3	0	3	0	0	0	4	
P80365	DHI2_HUMAN	11-beta-hydroxysteroid dehydrogenase type 2, 11-DH2, 11-beta-HSD2, EC 1.1.1.- (11-beta-hydroxysteroid dehydrogenase type II, 11-HSD type II, 11-beta-HSD type II) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 3)	Homo sapiens	HSD11B2	HSD11K,HSD11B2,SDR9C3	1	0	1	0	0	0	2	
P09417	DHPR_HUMAN	Dihydropteridine reductase, EC 1.5.1.34 (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1)	Homo sapiens	QDPR	DHPR,QDPR,SDR33C1	1	0	1	0	0	0	1	
Q6UX07	DHR13_HUMAN	Dehydrogenase/reductase SDR family member 13, EC 1.1.-.- (Short chain dehydrogenase/reductase family 7C member 5, Protein SDR7C5)	Homo sapiens	DHRS13	UNQ419/PRO853,DHRS13,SDR7C5	2	0	1	0	0	0	3	
Q96LJ7	DHRS1_HUMAN	Dehydrogenase/reductase SDR family member 1, EC 1.1.1.- (Short chain dehydrogenase/reductase family 19C member 1, Protein SDR19C1)	Homo sapiens	DHRS1	DHRS1,SDR19C1	4	0	3	0	0	0	5	
Q9BTZ2	DHRS4_HUMAN	Dehydrogenase/reductase SDR family member 4, EC 1.1.1.184 (NADPH-dependent carbonyl reductase, CR) (NADPH-dependent retinol dehydrogenase/reductase, NRDR, humNRDR) (Peroxisomal short-chain alcohol dehydrogenase, PSCD) (SCAD-SRL) (Short chain dehydrogenase/reductase family 25C member 2, Protein SDR25C2) (Short-chain dehydrogenase/reductase family member 4)	Homo sapiens	DHRS4	UNQ851/PRO1800,DHRS4,SDR25C2	2	0	1	0	0	0	3	
Q9Y394	DHRS7_HUMAN	Dehydrogenase/reductase SDR family member 7, EC 1.1.1.- (Retinal short-chain dehydrogenase/reductase 4, retSDR4) (Short chain dehydrogenase/reductase family 34C member 1, Protein SDR34C1)	Homo sapiens	DHRS7	UNQ285/PRO3448,CGI-86,RETSDR4,DHRS7A,DHRS7,SDR34C1	5	0	3	0	0	0	3	
P31040	SDHA_HUMAN	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, EC 1.3.5.1 (Flavoprotein subunit of complex II, Fp)	Homo sapiens	SDHA	SDHF,SDH2,SDHA	11	0	7	0	0	0	5	
P21912	SDHB_HUMAN	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, EC 1.3.5.1 (Iron-sulfur subunit of complex II, Ip)	Homo sapiens	SDHB	SDH1,SDH,SDHB	12	0	6	0	0	0	4	
O14521	DHSD_HUMAN	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial, CybS (CII-4) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)	Homo sapiens	SDHD	SDH4,SDHD	5	0	3	0	0	0	4	
Q00796	DHSO_HUMAN	Sorbitol dehydrogenase, SDH, EC 1.1.1.- ((R,R)-butanediol dehydrogenase, EC 1.1.1.4) (L-iditol 2-dehydrogenase, EC 1.1.1.14) (Polyol dehydrogenase) (Ribitol dehydrogenase, RDH, EC 1.1.1.56) (Xylitol dehydrogenase, XDH, EC 1.1.1.9)	Homo sapiens	SORD	SORD	7	0	4	0	0	0	3	
Q96HY7	DHTK1_HUMAN	2-oxoadipate dehydrogenase complex component E1, E1a, OADC-E1, OADH-E1, EC 1.2.4.- (2-oxoadipate dehydrogenase, mitochondrial) (Alpha-ketoadipate dehydrogenase, Alpha-KADH-E1) (Dehydrogenase E1 and transketolase domain-containing protein 1) (Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial)	Homo sapiens	DHTKD1	KIAA1630,DHTKD1	1	0	1	0	0	0	2	
O43143	DHX15_HUMAN	ATP-dependent RNA helicase DHX15, EC 3.6.4.13 (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43, hPrp43)	Homo sapiens	DHX15	DDX15,DBP1,DHX15	10	0	6	0	0	0	5	
O60231	DHX16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16, EC 3.6.4.13 (ATP-dependent RNA helicase #3) (DEAH-box protein 16)	Homo sapiens	DHX16	KIAA0577,DDX16,DBP2,DHX16,PRP2	1	0	1	0	0	0	2	
Q7L2E3	DHX30_HUMAN	ATP-dependent RNA helicase DHX30, EC 3.6.4.13 (DEAH box protein 30)	Homo sapiens	DHX30	KIAA0890,DDX30,DHX30	7	0	4	0	0	0	4	
Q9H5Z1	DHX35_HUMAN	Probable ATP-dependent RNA helicase DHX35, EC 3.6.4.13 (DEAH box protein 35)	Homo sapiens	DHX35	DDX35,C20orf15,DHX35	1	0	1	0	0	0	2	
Q9H2U1	DHX36_HUMAN	ATP-dependent DNA/RNA helicase DHX36, EC 3.6.4.12, EC 3.6.4.13 (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1, G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein)	Homo sapiens	DHX36	RHAU,MLEL1,KIAA1488,DDX36,DHX36	5	0	3	0	0	0	3	
Q8IY37	DHX37_HUMAN	Probable ATP-dependent RNA helicase DHX37, EC 3.6.4.13 (DEAH box protein 37)	Homo sapiens	DHX37	KIAA1517,DDX37,DHX37	1	0	1	0	0	0	2	
Q96C10	DHX58_HUMAN	ATP-dependent RNA helicase DHX58, EC 3.6.4.13 (ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3, RLR-3) (RIG-I-like receptor LGP2, RLR)	Homo sapiens	DHX58	LGP2,D11LGP2E,DHX58	1	0	1	0	0	0	2	
Q14562	DHX8_HUMAN	ATP-dependent RNA helicase DHX8, EC 3.6.4.13 (DEAH box protein 8) (RNA helicase HRH1)	Homo sapiens	DHX8	DDX8,DHX8	1	0	1	0	0	0	2	
Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A, EC 3.6.4.13 (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin, LKP) (Nuclear DNA helicase II, NDH II) (RNA helicase A)	Homo sapiens	DHX9	NDH2,LKP,DDX9,DHX9	14	4	8	0	0	0	5	438,773,777
Q8NDZ4	DIK2A_HUMAN	Divergent protein kinase domain 2A (Deleted in autism protein 1) (Golgi Protein of 49 kDa, GoPro49) (Hypoxia and AKT-induced stem cell factor, HASF)	Homo sapiens	C3orf58	DIPK2A,DIA1,C3orf58	2	0	1	0	0	0	2	
Q01459	DIAC_HUMAN	Di-N-acetylchitobiase, EC 3.2.1.-	Homo sapiens	CTBS	CTB,CTBS	1	0	1	0	0	0	2	
O60610	DIAP1_HUMAN	Protein diaphanous homolog 1 (Diaphanous-related formin-1, DRF1)	Homo sapiens	DIAPH1	DIAP1,DIAPH1	5	0	4	0	0	0	3	
Q9UBX3	DIC_HUMAN	Mitochondrial dicarboxylate carrier (Solute carrier family 25 member 10)	Homo sapiens	SLC25A10	DIC,SLC25A10	8	0	5	0	0	0	5	
Q9BTC0	DIDO1_HUMAN	Death-inducer obliterator 1, DIO-1, hDido1 (Death-associated transcription factor 1, DATF-1)	Homo sapiens	DIDO1	KIAA0333,DATF1,C20orf158,DIDO1	4	0	3	0	0	0	3	
Q68CQ4	UTP25_HUMAN	U3 small nucleolar RNA-associated protein 25 homolog (Digestive organ expansion factor homolog) (UTP25 small subunit processor component)	Homo sapiens	DIEXF	UTP25,DEF,C1orf107,DIEXF	1	0	1	0	0	0	2	
Q9UNQ2	DIM1_HUMAN	Probable dimethyladenosine transferase, EC 2.1.1.183 (DIM1 dimethyladenosine transferase 1 homolog) (DIM1 dimethyladenosine transferase 1-like) (Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (Probable 18S rRNA dimethylase) (Probable S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase)	Homo sapiens	DIMT1	HUSSY-05,DIMT1L,DIMT1	2	0	2	0	0	0	3	
Q9P265	DIP2B_HUMAN	Disco-interacting protein 2 homolog B, DIP2 homolog B	Homo sapiens	DIP2B	KIAA1463,DIP2B	4	0	1	0	0	0	2	
Q9Y2E4	DIP2C_HUMAN	Disco-interacting protein 2 homolog C, DIP2 homolog C	Homo sapiens	DIP2C	KIAA0934,DIP2C	1	0	1	0	0	0	2	
Q96SL1	DIRC2_HUMAN	Solute carrier family 49 member 4 (Disrupted in renal cancer protein 2) (Disrupted in renal carcinoma protein 2)	Homo sapiens	DIRC2	SLC49A4,DIRC2	4	0	3	0	0	0	3	
A7MBM2	DISP2_HUMAN	Protein dispatched homolog 2	Homo sapiens	DISP2	KIAA1742,DISPB,DISP2,LINC00594,C15orf36	2	0	2	0	0	0	3	
Q9UBS4	DJB11_HUMAN	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2, ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3, ER-resident protein ERdj3, ERdj3, ERj3p) (HEDJ) (Human DnaJ protein 9, hDj-9) (PWP1-interacting protein 4)	Homo sapiens	DNAJB11	UNQ537/PRO1080,PSEC0121,HDJ9,ERJ3,EDJ,DNAJB11	1	0	1	0	0	0	2	
Q8IXB1	DJC10_HUMAN	DnaJ homolog subfamily C member 10, EC 1.8.4.- (Endoplasmic reticulum DNA J domain-containing protein 5, ER-resident protein ERdj5, ERdj5) (Macrothioredoxin, MTHr)	Homo sapiens	DNAJC10	UNQ495/PRO1012,ERDJ5,DNAJC10	5	0	4	0	0	0	4	
Q9NVH1	DJC11_HUMAN	DnaJ homolog subfamily C member 11	Homo sapiens	DNAJC11	DNAJC11	5	0	4	0	0	0	3	
O75165	DJC13_HUMAN	DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8, RME-8)	Homo sapiens	DNAJC13	RME8,KIAA0678,DNAJC13	8	0	3	0	0	0	4	
Q9Y2G8	DJC16_HUMAN	DnaJ homolog subfamily C member 16	Homo sapiens	DNAJC16	KIAA0962,DNAJC16	1	0	1	0	0	0	2	
Q9H1X3	DJC25_HUMAN	DnaJ homolog subfamily C member 25	Homo sapiens	DNAJC25	DNAJC25	1	0	1	0	0	0	2	
Q96LL9	DJC30_HUMAN	DnaJ homolog subfamily C member 30, mitochondrial (Williams-Beuren syndrome chromosomal region 18 protein)	Homo sapiens	DNAJC30	WBSCR18,DNAJC30	1	0	1	0	0	0	2	
O60832	DKC1_HUMAN	H/ACA ribonucleoprotein complex subunit DKC1, EC 5.4.99.- (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	Homo sapiens	DKC1	NOLA4,DKC1	7	0	4	0	0	0	4	
P09622	DLDH_HUMAN	Dihydrolipoyl dehydrogenase, mitochondrial, EC 1.8.1.4 (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)	Homo sapiens	DLD	PHE3,LAD,GCSL,DLD	11	0	7	0	0	0	5	
Q12959	DLG1_HUMAN	Disks large homolog 1 (Synapse-associated protein 97, SAP-97, SAP97) (hDlg)	Homo sapiens	DLG1	DLG1	3	0	3	0	0	0	3	
Q15700	DLG2_HUMAN	Disks large homolog 2 (Channel-associated protein of synapse-110, Chapsyn-110) (Postsynaptic density protein PSD-93)	Homo sapiens	DLG2	DLG2	0	0	0	1	0	1	2	
P78352	DLG4_HUMAN	Disks large homolog 4 (Postsynaptic density protein 95, PSD-95) (Synapse-associated protein 90, SAP-90, SAP90)	Homo sapiens	DLG4	PSD95,DLG4	1	0	1	10	4	8	4	3,5
O95886	DLGP3_HUMAN	Disks large-associated protein 3, DAP-3 (PSD-95/SAP90-binding protein 3) (SAP90/PSD-95-associated protein 3, SAPAP3)	Homo sapiens	DLGAP3	DAP3,DLGAP3	4	0	3	0	0	0	4	
Q9Y2H0	DLGP4_HUMAN	Disks large-associated protein 4, DAP-4 (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4, SAPAP-4)	Homo sapiens	DLGAP4	SAPAP4,KIAA0964,DAP4,DLGAP4	8	0	5	0	0	0	4	
P80370	DLK1_HUMAN	Protein delta homolog 1, DLK-1 (pG2) [Cleaved into: Fetal antigen 1, FA1 ]	Homo sapiens	DLK1	DLK,DLK1	0	0	0	1	0	1	3	
Q86YH6	DLP1_HUMAN	All trans-polyprenyl-diphosphate synthase PDSS2 (All-trans-decaprenyl-diphosphate synthase subunit 2, EC 2.5.1.91) (Candidate tumor suppressor protein) (Decaprenyl pyrophosphate synthase subunit 2) (Decaprenyl-diphosphate synthase subunit 2) (Solanesyl-diphosphate synthase subunit 2)	Homo sapiens	PDSS2	DLP1,C6orf210,PDSS2	1	0	1	0	0	0	2	
P11532	DMD_HUMAN	Dystrophin	Homo sapiens	DMD	DMD	5	0	3	0	0	0	3	
Q8TDJ6	DMXL2_HUMAN	DmX-like protein 2 (Rabconnectin-3)	Homo sapiens	DMXL2	KIAA0856,DMXL2	1	0	1	0	0	0	2	
